순번,근거,구분,구분2,구분3,구분기호,CAS,기준,기준농도,물질,
유독1052,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1052,'77215-47-5,,'1%,1-이미다졸리딘에탄올[1-Imidazolidineethanol; 77215-47-5] 및 이를 1% 이상 함유한 혼합물,
유독1053,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1053,'1338-23-4,,'25%,과산화 2-부타논[2-Butanone peroxide; Ethyl methyl ketone peroxide; 1338-23-4] 및 이를 25% 이상 함유한 혼합물,
유독1054,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1054,'100-42-5,,'10%,스티렌[Styrene; Ethenylbenzene; Vinylbenzene; 100-42-5] 및 이를 10% 이상 함유한 혼합물,
유독1055,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1055,'101-02-0,,'25%,아인산 트리페닐[Triphenyl phosphite; 101-02-0] 및 이를 25% 이상 함유한 혼합물,
유독1056,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1056,'75-05-8,,'25%,아세토니트릴[Acetonitrile; Methyl cyanide: 75-05-8] 및 이를 25% 이상 함유한 혼합물,
유독1057,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1057,'93857-00-2,,'5%,프로필실란트리올산 칼륨[Tripotassium propylsilanetriolate; 93857-00-2] 및 이를 5% 이상 함유한 혼합물,
유독1058,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1058,'5341-61-7,,'0.1%,"히드라진 염산염 (1:2)[Hydrazine, hydrochloride (1:2); 5341-61-7] 및 이를 0.1% 이상 함유한 혼합물",
유독1059,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1059,'55919-77-2|||53417-29-1|||3524-68-3|||4986-89-4,,'25%,"아크릴산 3-히드록시-2,2-비스(히드록시메틸)프로필과 아크릴산 2,2-비스(히드록시메틸)-1,3-프로판디일, 아크릴산 2-(히드록시메틸)-2-[[(1-옥소알릴)옥시]메틸]-1,3-프로판디일, 아크릴산 2,2-비스[[(1-옥소알릴)옥시]메틸]-1,3-프로판디일의 반응 혼합물[Reaction mixture of 3-hydroxy-2,2-bis(hydroxymethyl)propyl acrylate(55919-77-2), 2,2-bis(hydroxymethyl)-1,3-propanediyl diacrylate(53417-29-1), 2-(hydroxymethyl)-2-[[(1-oxoallyl)oxy]methyl]-1,3-propanediyl diacrylate(3524-68-3) and 2,2-bis[[(1-oxoallyl)oxy]methyl]-1,3-propanediyl diacrylate(4986-89-4); 부여되지 않음)] 및 이를 25% 이상 함유한 혼합물",
유독1060,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1060,'928-98-3,,'25%,"1,5-펜탄디티올[1,5-Pentanedithiol; 928-98-3] 및 이를 25% 이상 함유한 혼합물",
유독1061,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1061,'224031-70-3,,'25%,1-스피로[4.5]덱-7-엔-7-일-4-펜텐-1-온[1-Spiro[4.5]dec-7-en-7-yl-4-penten-1-one; 224031-70-3] 및 이를 25% 이상 함유한 혼합물,
유독1062,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1062,'224031-71-4,,'25%,1-스피로[4.5]덱-6-엔-7-일-4-펜텐-1-온[1-Spiro[4.5]dec-6-en-7-yl-4-penten-1-one; 224031-71-4] 및 이를 25% 이상 함유한 혼합물,
유독1063,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1063,'122333-30-6,,'2.5%,"2,4-디히드로-3H-1,2,4-트리아졸-3-온[2,4-Dihydro-3H-1,2,4-triazol-3-one; 122333-30-6] 및 이를 2.5% 이상 함유한 혼합물",
유독1064,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1064,',,'25%,"4'-클로로-2-(메틸술피닐)-1,1'-비페닐[4'-Chloro-2-(methylsulfinyl)-1,1'-biphenyl; 부여되지 않음] 및 이를 25% 이상 함유한 혼합물",
유독1065,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1065,',,'25%,O-(2-메르캅토에틸)-O′-페녹시폴리에틸렌 글리콜[O-(2-Mercaptoethyl)-O′-phenoxypolyethylene glycol; 부여되지 않음)] 및 이를 25% 이상 함유한 혼합물,
유독1066,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1066,'864150-47-0,,'5%,(T-4)-트리스(N-메틸에탄아미나토)[2-메틸-2-프로판아미나토(2-)]니오븀[(T-4)-Tris(N-methylethanaminato)[2-methyl-2-propanaminato(2-)]niobium; 864150-47-0] 및 이를 5% 이상 함유한 혼합물,
유독1067,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1067,'2192174-63-1,,'5%,"트리스(N-메틸메탄아미나토)[(1,2,3,4,5-η)-1-프로필-2,4-사이클로펜타디엔-1-일]지르코늄[Tris(N-methylmethanaminato)[(1,2,3,4,5-η)-1-propyl-2,4-cyclopentadien-1-yl]zirconium; 2192174-63-1)] 및 이를 5% 이상 함유한 혼합물",
유독1068,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1068,'83395-38-4,,'25%,2-프로핀-1-일 1H-이미다졸-1-카르복실레이트[2-Propyn-1-yl 1H-imidazole-1-carboxylate; 83395-38-4] 및 이를 25% 이상 함유한 혼합물,
유독1069,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1069,'643-79-8,,'25%,Ο-프탈알데하이드[Ο-Phthalaldehyde; 643-79-8] 및 이를 25% 이상 함유한 혼합물,
유독1070,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1070,'1572-55-0,,'1%,"4-(아미노메틸)-1,8-옥탄디아민[4-(Aminomethyl)-1,8-octanediamine; 1572-55-0] 및 이를 1% 이상 함유한 혼합물",
유독1071,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1071,'4538-42-5,,'1%,"디이소시안산 펜타메틸렌[Pentamethylene diisocyanate; 1,5-Diisocyanatopentane; 4538-42-5] 및 이를 1% 이상 함유한 혼합물",
유독1072,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1072,'2067315-93-7,,'25%,"3-[3-(디에틸아미노)프로필]-N,N-디에틸-3,5,5-트리메톡시-2,4-디옥사-3,5-디실라옥탄-8-아민[3-[3-(Diethylamino)propyl]-N,N-diethyl-3,5,5-trimethoxy-2,4-dioxa-3,5-disilaoctan-8-amine; 2067315-93-7] 및 이를 25% 이상 함유한 혼합물",
유독1073,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1073,'1400865-78-2,,'5%,"[(1,2,3,4,5-η)-N-메틸-2,4-사이클로펜다디엔-1-에탄아미나토(2-)-κN]비스(N-메틸에탄아미나토)하프늄[[(1,2,3,4,5-η)-N-Methyl-2,4-cyclopentadiene-1-ethanaminato(2-)-κN]bis(N-methylethanaminato)hafnium; 1400865-78-2] 및 이를 5% 이상 함유한 혼합물",
유독1074,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1074,'109-28-4,,'25%,(9Z)-N-[3-(디메틸아미노)프로필]-9-옥타데센아미드[(9Z)-N-[3-(Dimethylamino)propyl]-9-octadecenamide; 109-28-4] 및 이를 25% 이상 함유한 혼합물,
유독1075,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1075,'1449104-34-0,,'25%,"(4E)-5-사이클로헥실-2,4-디메틸-4-펜테날[(4E)-5-Cyclohexyl-2,4-dimethyl-4-pentenal; 1449104-34-0] 및 이를 25% 이상 함유한 혼합물",
유독1076,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1076,'27607-77-8,,'10%,트리플루오로메탄술폰산 트리메틸실릴[Trimethylsilyl trifluoromethanesulfonate; 27607-77-8] 및 이를 10% 이상 함유한 혼합물,
유독1077,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1077,'1217886-69-5,,'1%,"플루오르화 N-(디플루오로포스피닐)술파모일의 리튬염 (1:1)[N-(Difluorophosphinyl)sulfamoyl fluoride, lithium salt (1:1); 1217886-69-5] 및 이를 1% 이상 함유한 혼합물",
유독1078,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1078,'802333-90-0,,'2.5%,"1-데실-4-메틸피리디늄과 1,1,1-트리플루오로-N-[(트리플루오로메틸)술포닐]메탄술폰아미드의 염 (1:1)[1-Decyl-4-methylpyridinium salt with 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide (1:1); 802333-90-0] 및 이를 2.5% 이상 함유한 혼합물",
유독1079,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1079,'24948-66-1,,'25%,1-데센-4-인[1-Decen-4-yne; 24948-66-1] 및 이를 25% 이상 함유한 혼합물,
유독1080,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1080,'120307-06-4,,'1%,"(T-4)-부틸트리페닐붕산(1-) N,N,N-트리부틸-1-부탄아미늄 (1:1)[N,N,N-Tributyl-1-butanaminium, (T-4)-butyltriphenylborate(1-) (1:1); 120307-06-4] 및 이를 1% 이상 함유한 혼합물",
유독1081,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1081,'219125-19-6,,'1%,"(T-4)-부틸트리-1-나프탈레닐붕산(1-) N,N,N-트리부틸-1-부틸아미늄 (1:1)[N,N,N-Tributyl-1-butanaminium, (T-4)-butyltri-1-naphthalenylborate(1-) (1:1); 219125-19-6] 및 이를 1% 이상 함유한 혼합물",
유독1082,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1082,'1592-20-7,,'25%,1-(클로로메틸)-4-에테닐벤젠 [1-(Chloromethyl)-4-ethenylbenzene; 1592-20-7] 및 이를 25% 이상 함유한 혼합물,
유독1083,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1083,'123-91-1,,'0.1%,"1,4-디옥산[1,4-Dioxane; 123-91-1] 및 이를 0.1% 이상 함유한 혼합물",
유독1084,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2021-1-1084,'107-64-2,,'25%,"염화 N,N-디메틸-N-옥타데실-1-옥타데칸암모늄 [N,N-Dimethyl-N-octadecyl-1-octadecanammonium chloride; 107-64-2] 및 이를 25% 이상 함유한 혼합물",
유독1085,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1085,'1307-96-6,,'1%,산화코발트[Cobalt monoxide; 1307-96-6] 및 이를 1% 이상 함유한 혼합물,
유독1086,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1086,'2634-33-5,,'1%,"1,2-벤즈이소티아졸-3-(2H)-온[1,2-Benzisothiazol-3-(2H)-one; 2634-33-5] 및 이를 1% 이상 함유한 혼합물",
유독1087,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1087,'7782-50-5,,'1%,염소[Chlorine; 7782-50-5] 및 이를 1% 이상 함유한 혼합물,
유독1088,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1088,'7722-64-7,,'5%,과망간산 칼륨[Potassium permanganate; 7722-64-7] 및 이를 5% 이상 함유한 혼합물,
유독1089,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1089,'14915-37-8|||13463-41-7,,'1%,"피리치온 구리[Copper pyrithione; 2-Pyridinethiol, 1-oxide, copper salt; 14915-37-8], 피리치온 아연[Zinc pyrithione; 2-Pyridinethiol 1-oxide zinc salt; 13463-41-7] 및 이를 1% 이상 함유한 혼합물",
유독1090,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1090,'3811-73-2,,'25%,"피리치온 나트륨[Sodium pyrithione; 2-Pyridinethiol, 1-oxide, sodium salt; 3811-73-2] 및 이를 25% 이상 함유한 혼합물",
유독1091,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1091,'64-18-6,,'10%,포름산[Formic acid; 64-18-6] 및 이를 10% 이상 함유한 혼합물,
유독1092,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1092,'12078-25-0,,'1%,"디카르보닐(η5-2,4-사이클로펜타디엔-1-일)코발트[Dicarbonyl(η5-2,4-cyclopentadien-1-yl)cobalt; 12078-25-0] 및 이를 1% 이상 함유한 혼합물",
유독1093,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1093,'3670-93-7,,'25%,"2,4,8,10-테트라옥사-3,9-디티아스피로[5,5]언데칸 3,9-디옥사이드[2,4,8,10-Tetraoxa-3,9-dithiaspiro[5.5]undecane 3,9-dioxide; 3670-93-7] 및 이를 25% 이상 함유한 혼합물",
유독1094,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1094,'393-36-2,,'25%,"4-브로모-α,α,α-트리플루오로-m-톨루이딘[4-Bromo-α,α,α-trifluoro-m-toluidine; 393-36-2] 및 이를 25% 이상 함유한 혼합물",
유독1095,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1095,'5746-86-1,,'25%,(±)-노르니코틴[(±)-Nornicotine; 5746-86-1] 및 이를 25% 이상 함유한 혼합물,
유독1096,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1096,'90-43-7,,'25%,"o-페닐페놀[o-Phenylphenol; [1,1'-Biphenyl]-2-ol; 90-43-7] 및 이를 25% 이상 함유한 혼합물",
유독1097,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1097,'91-20-3,,'25%,나프탈렌[Naphthalene; 91-20-3] 및 이를 25% 이상 함유한 혼합물,
유독1098,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1098,'330-54-1,,'2.5%,"N'-(3,4-디클로로페닐)-N,N-디메틸 우레아[N'-(3,4-Dichlorophenyl)-N,N-dimethyl urea; 330-54-1] 및 이를 2.5% 이상 함유한 혼합물",
유독1099,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1099,'1314-13-2,,'25%,산화아연[Zinc oxide; 1314-13-2] 및 이를 25% 이상 함유한 혼합물,
유독1100,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1100,'1317-38-0|||1344-70-3|||1317-39-1,,'1%,"산화구리[Copper oxide; 1317-38-0, 1344-70-3, 1317-39-1] 및 이를 1% 이상 함유한 혼합물",
유독1101,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1101,'7758-98-7,,'1%,황산구리[Copper sulfate; 7758-98-7] 및 이를 1% 이상 함유한 혼합물,
유독1102,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1102,'97-77-8,,'2.5%,디설피람[Bis(diethylthiocarbamoyl) disulfide; Disulfiram; 97-77-8] 및 이를 2.5% 이상 함유한 혼합물,
유독1103,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1103,'3236-71-3,,'25%,"9,9-비스(4-히드록시페닐)플루오렌[9,9-Bis(4-hydroxyphenyl)fluorene; 3236-71-3] 및 이를 25% 이상 함유한 혼합물",
유독1104,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1104,'82209-88-9,,'25%,"N-(2-에틸헥실)-N'-페닐-1,4-벤젠디아민[N-(2-Ethylhexyl)-N'-phenyl-1,4-benzenediamine; 82209-88-9] 및 이를 25% 이상 함유한 혼합물",
유독1105,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1105,'41317-15-1,,'25%,4-메톡시-N-페닐-o-톨루이딘[4-Methoxy-N-phenyl-o-toluidine; 41317-15-1] 및 이를 25% 이상 함유한 혼합물,
유독1106,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1106,'68476-33-5,,'25%,"잔사, 연료유[Fuel oil, residual; 68476-33-5] 및 이를 25% 이상 함유한 혼합물",
유독1107,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1107,'462629-01-2,,'1%,"N,N-디옥타데실아닐리늄 테트라키스(펜타플루오로페닐)보레이트[N,N-Dioctadecylanilinium tetrakis(pentafluorophenyl)borate; 462629-01-2] 및 이를 1% 이상 함유한 혼합물",
유독1108,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1108,'637-89-8,,'25%,4-메르캅토페놀[4-Mercaptophenol; 637-89-8] 및 이를 25% 이상 함유한 혼합물,
유독1109,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2022-1-1109,'2375-96-4,,'1%,"1,4-디브로모-2,5-비스(트리플루오로메틸)벤젠[1,4-Dibromo-2,5-bis(trifluoromethyl)benzene; 2375-96-4] 및 이를 1% 이상 함유한 혼합물",
유독1110,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1110,'2713-34-0,,'5%,"3,5-디플루오로페놀[3,5-Difluorophenol; 2713-34-0] 및 이를 5% 이상 함유한 혼합물",
유독1111,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1111,'872-93-5,,'25%,"테트라하이드로-3-메틸티오펜 1,1-디옥사이드[Tetrahydro-3-methylthiophene 1,1-dioxide; 872-93-5] 및 이를 25% 이상 함유한 혼합물",
유독1112,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1112,'91742-16-4,,'25%,"1,1,1-트리플루오로-N-[(트리플루오로메틸)술포닐]메탄술폰아미드의 세슘염 (1:1)[1,1,1-Trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide, cesium salt (1:1); 91742-16-4] 및 이를 25% 이상 함유한 혼합물",
유독1113,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1113,'79-00-5,,'25%,"1,1,2-트리클로로에탄[1,1,2-Trichloroethane; 79-00-5] 및 이를 25% 이상 함유한 혼합물",
유독1114,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1114,'1976005-08-9,,'1%,"1,5-디이소시아나토펜탄 중합체, 2-에틸-1-헥산올-블럭[1,5-Diisocyanatopentane homopolymer, 2-ethyl-1-hexanol-blocked; 1976005-08-9] 및 이를 1% 이상 함유한 혼합물",
유독1115,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1115,'84988-61-4,,'5%,이소노닐 인산[Isononyl phosphate; 84988-61-4] 및 이를 5% 이상 함유한 혼합물,
유독1116,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1116,'37348-84-8,,'0.1%,산화 코발트 망간 니켈[Cobalt manganese nickel oxide; 37348-84-8] 및 이를 0.1% 이상 함유한 혼합물,
유독1117,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1117,'932384-12-8,,'10%,"실리카겔과 산화 크로뮴, 에톡시디에틸알루미늄의 반응 생성물[Silica gel reaction products with chromium oxide (CrO3) and ethoxydiethylaluminum; 932384-12-8] 및 이를 10% 이상 함유한 혼합물",
유독1118,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1118,'95-46-5,,'25%,1-브로모-2-메틸벤젠[1-Bromo-2-methylbenzene; 95-46-5] 및 이를 25% 이상 함유한 혼합물,
유독1119,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1119,'79-41-4,,'5%,메타크릴산[Methacrylic acid; 79-41-4] 및 이를 5% 이상 함유한 혼합물,
유독1120,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1120,'3634-83-1,,'1%,"1,3-비스(이소시아나토메틸)벤젠[1,3-Bis(isocyanatomethyl)benzene; 3634-83-1] 및 이를 1% 이상 함유한 혼합물",
유독1121,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1121,'3542-36-7,,'1%,이염화 이옥틸주석[Dioctyltin dichloride; 3542-36-7] 및 이를 1% 이상 함유한 혼합물,
유독1122,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1122,'7440-41-7,,'1%,베릴륨[Beryllium; 7440-41-7] 및 이를 1% 이상 함유한 혼합물,
유독1123,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1123,'630-08-0,,'25%,일산화탄소[Carbon monoxide; 630-08-0] 및 이를 25% 이상 함유한 혼합물,
유독1124,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1124,'25214-70-4,,'25%,포름알데히드와 벤젠아민의 반응생성물[Formaldehyde polymer with benzenamine; 25214-70-4] 및 이를 25% 이상 함유한 혼합물,
유독1125,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1125,'7783-82-6,,'1%,플루오르화 텅스텐[Tungsten hexafluoride; 7783-82-6] 및 이를 1% 이상 함유한 혼합물,
유독1126,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1126,'177997-13-6,,'1%,산화 리튬 니켈 코발트 알루미늄[Lithium nickel cobalt aluminium oxide; 177997-13-6] 및 이를 1% 이상 함유한 혼합물,
유독1127,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1127,'96-29-7,,'25%,메틸 에틸 케톡심[Methyl ethyl ketoxim; 96-29-7] 및 이를 25% 이상 함유한 혼합물,
유독1128,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1128,'2579-20-6,,'5%,"1,3-사이클로헥산디메탄아민[1,3-Cyclohexanedimethanamine; 2579-20-6] 및 이를 5% 이상 함유한 혼합물",
유독1129,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1129,'2439-35-2,,'1%,디메틸 아미노에틸 아크릴산[Dimethylaminoethyl acrylate; 2-Propenoic acid 2-(dimethylamino)ethyl ester; 2439-35-2] 및 이를 1% 이상 함유한 혼합물,
유독1130,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1130,'7446-09-5,,'10%,이산화 황[Sulfur dioxide; 7446-09-5] 및 이를 10% 이상 함유한 혼합물,
유독1131,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1131,'108-94-1,,'25%,사이클로헥사논[Cyclohexanone; 108-94-1] 및 이를 25% 이상 함유한 혼합물,
유독1132,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1132,'624-92-0,,'10%,이황화 이메틸[Dimethyldisulfide; 624-92-0] 및 이를 10% 이상 함유한 혼합물,
유독1133,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1133,'16721-80-5,,'1%,황화수소나트륨[Sodium hydrogensulphide; 16721-80-5] 및 이를 1% 이상 함유한 혼합물,
유독1134,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1134,'124-40-3,,'25%,디메틸 아민[Dimethylamine; 124-40-3] 및 이를 25% 이상 함유한 혼합물,
유독1135,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1135,'60-24-2,,'1%,2-메르캅토에탄올[2-Mercaptoethanol; Mercaptoethanol; 60-24-2] 및 이를 1% 이상 함유한 혼합물,
유독1136,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1136,'1461-25-2,,'5%,사부틸주석[Tetrabutyltin; 1461-25-2] 및 이를 5% 이상 함유한 혼합물,
유독1137,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1137,'7550-45-0,,'1%,사염화 티타늄[Titanium tetrachloride; 7550-45-0] 및 이를 1% 이상 함유한 혼합물,
유독1138,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1138,'77-73-6,,'1%,디사이클로펜타디엔[Dicyclopentadiene; 77-73-6] 및 이를 1% 이상 함유한 혼합물,
유독1139,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1139,'7440-48-4,,'1%,코발트[Cobalt; 7440-48-4] 및 이를 1% 이상 함유한 혼합물,
유독1140,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1140,'21041-93-0,,'1%,수산화 코발트[Cobalt dihydroxide; 21041-93-0] 및 이를 1% 이상 함유한 혼합물,
유독1141,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1141,'75-77-4,,'25%,트리메틸클로로실란[Chlorotrimethylsilane; 75-77-4] 및 이를 25% 이상 함유한 혼합물,
유독1142,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1142,'75-78-5,,'25%,디메틸 디클로로실란[Dimethyl dichlorosilane; 75-78-5] 및 이를 25% 이상 함유한 혼합물,
유독1143,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1143,'10026-04-7,,'10%,테트라클로로 실리콘[Silicon tetrachloride; 10026-04-7] 및 이를 10% 이상 함유한 혼합물,
유독1144,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1144,'75-79-6,,'10%,메틸트리클로로실란[Trichloromethylsilane; 75-79-6] 및 이를 10% 이상 함유한 혼합물,
유독1145,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1145,'10025-78-2,,'10%,트리클로로실란[Trichlorosilane; 10025-78-2] 및 이를 10% 이상 함유한 혼합물,
유독1146,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1146,'999-97-3,,'25%,"1,1,1,3,3,3-헥사메틸디실라잔[1,1,1-Trimethyl-N-(trimethylsilyl)silanamine; 1,1,1,3,3,3-Hexamethyldisilazane; 999-97-3] 및 이를 25% 이상 함유한 혼합물",
유독1147,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1147,'64-19-7,,'25%,아세트산[Acetic acid; Glacial acetic acid; 64-19-7] 및 이를 25% 이상 함유한 혼합물,
유독1148,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1148,'818-08-6,,'25%,산화 디부틸주석[Dibutyltin oxide; 818-08-6] 및 이를 25% 이상 함유한 혼합물,
유독1149,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1149,'75-91-2,,'1%,삼차-부틸 하이드로과산화물[t-Butyl hydroperoxide; 75-91-2] 및 이를 1% 이상 함유한 혼합물,
유독1150,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1150,'80-15-9,,'1%,"α,α'-디메틸 벤질하이드로과산화물[α,α'-Dimethyl benzylhydroperoxide; 80-15-9] 및 이를 1% 이상 함유한 혼합물",
유독1151,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1151,'124-41-4,,'5%,메탄올레이트 나트륨[Sodium methanolate; 124-41-4] 및 이를 5% 이상 함유한 혼합물,
유독1152,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1152,'140-88-5,,'25%,아크릴산 에틸[Ethyl acrylate; 140-88-5] 및 이를 25% 이상 함유한 혼합물,
유독1153,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1153,'99-63-8,,'25%,"이염화 이소프탈로일[1,3-Benzenedicarbonyl dichloride; Isophthaloyl chloride; 99-63-8] 및 이를 25% 이상 함유한 혼합물",
유독1154,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2023-1-1154,'100-20-9,,'25%,"이염화 테레프탈로일[1,4-Benzenedicarbonyl dichloride; Terephthaloyl dichlorid; 100-20-9] 및 이를 25% 이상 함유한 혼합물",
